2026-01-30 11:20:10,741 - INFO - STARTING EXTENSIVE KNN PIPELINE FOR POLLUTION_LEVEL
2026-01-30 11:20:12,608 - INFO - Tested KNN(n_neighbors=11, weights=uniform, metric=euclidean) -> Accuracy=0.9749
2026-01-30 11:20:12,672 - INFO - Tested KNN(n_neighbors=11, weights=uniform, metric=manhattan) -> Accuracy=0.9844
2026-01-30 11:20:12,742 - INFO - Tested KNN(n_neighbors=11, weights=uniform, metric=chebyshev) -> Accuracy=0.9631
2026-01-30 11:20:12,800 - INFO - Tested KNN(n_neighbors=11, weights=uniform, metric=minkowski) -> Accuracy=0.9749
2026-01-30 11:20:12,857 - INFO - Tested KNN(n_neighbors=11, weights=distance, metric=euclidean) -> Accuracy=0.9834
2026-01-30 11:20:12,922 - INFO - Tested KNN(n_neighbors=11, weights=distance, metric=manhattan) -> Accuracy=0.9885
2026-01-30 11:20:12,991 - INFO - Tested KNN(n_neighbors=11, weights=distance, metric=chebyshev) -> Accuracy=0.9732
2026-01-30 11:20:13,048 - INFO - Tested KNN(n_neighbors=11, weights=distance, metric=minkowski) -> Accuracy=0.9834
2026-01-30 11:20:13,052 - INFO - All parameter combinations saved to outputs/all_tests.csv
2026-01-30 11:20:13,055 - INFO - Best model saved with params: {'n_neighbors': 7, 'weights': 'distance', 'metric': 'manhattan'}, Accuracy=0.9891
2026-01-30 11:20:13,101 - INFO - Best model metrics saved to outputs/best_model_metrics.json
2026-01-30 11:20:13,101 - INFO - Pipeline completed successfully. All outputs are in 'outputs/' folder.
